gender,age,ethnic,education,Q5,AI_Support,AI_Trust,AI_Understanding,FOMO,AI_Benefit,AI_Efficiency,AI_Optimism,AI_Risk,Transparency_Importance,AI_Dependency,income,Party_ID,Ideology,religious,Q23,State,Respondent Group,Party_Label,State_Name,State_Color,Democrat,Republican,Independent
2,7,6,4,1,4,4,4,4,4,4,4,2,4,4,3,1,4,1,2,33,"Scenario #4, Treatment",Democrat,North Carolina,Swing,1,0,0
2,3,2,2,1,5,5,4,5,5,4,5,2,5,4,4,3,1,2,1,3,"Scenario #6, Treatment",Independent,Arizona,Swing,0,0,1
2,2,4,6,1,5,5,4,4,5,5,4,1,4,5,4,3,2,10,2,17,"Scenario #3, Treatment",Independent,Kentucky,Red,0,0,1
2,2,3,2,1,5,4,4,4,5,5,4,1,4,4,2,2,6,2,2,43,Control Scenario,Republican,Texas,Other,0,1,0
1,3,6,4,1,1,1,4,4,3,5,4,2,4,4,1,2,4,9,2,22,"Scenario #4, Treatment",Republican,Michigan,Swing,0,1,0
3,3,6,2,1,3,2,5,3,3,2,2,1,3,3,6,2,2,10,2,28,"Scenario #5, Treatment",Republican,Nevada,Swing,0,1,0
1,4,6,2,1,5,4,4,5,5,4,5,1,4,5,3,2,1,3,2,43,"Scenario #2, Treatment",Republican,Texas,Other,0,1,0
2,3,6,4,1,3,4,4,3,4,4,3,2,4,4,4,2,3,9,2,15,"Scenario #3, Treatment",Republican,Iowa,Other,0,1,0
2,4,6,2,1,5,4,4,5,5,5,5,1,5,5,2,3,6,1,2,33,"Scenario #1, Treatment",Independent,North Carolina,Swing,0,0,1
2,4,3,4,1,3,3,3,3,3,3,3,3,3,3,1,1,4,3,2,46,Control Scenario,Democrat,Virginia,Other,1,0,0
2,2,3,2,1,3,3,5,3,3,3,3,3,3,3,1,1,1,9,2,9,"Scenario #6, Treatment",Democrat,Florida,Other,1,0,0
2,3,6,4,1,4,4,4,2,3,2,3,3,3,3,3,3,5,10,2,17,"Scenario #5, Treatment",Independent,Kentucky,Red,0,0,1
2,5,6,2,1,2,2,2,3,4,3,4,3,2,2,3,3,5,10,2,1,"Scenario #6, Treatment",Independent,Alabama,Red,0,0,1
2,4,2,2,1,4,4,4,4,4,4,5,2,5,4,4,3,4,5,2,25,Control Scenario,Independent,Missouri,Red,0,0,1
2,4,6,2,1,4,4,5,5,5,5,5,1,5,4,1,1,5,3,2,10,Control Scenario,Democrat,Georgia,Swing,1,0,0
2,2,3,3,1,5,3,3,3,5,3,4,1,2,4,3,1,1,9,2,10,"Scenario #2, Treatment",Democrat,Georgia,Swing,1,0,0
2,3,6,1,1,2,2,4,4,4,3,4,4,4,4,3,1,1,9,2,14,"Scenario #1, Treatment",Democrat,Indiana,Other,1,0,0
2,4,6,2,1,2,1,4,2,4,3,4,2,3,4,2,1,4,1,2,17,"Scenario #5, Treatment",Democrat,Kentucky,Red,1,0,0
2,5,6,4,1,2,2,3,3,3,2,2,3,3,3,3,1,4,3,2,33,"Scenario #2, Treatment",Democrat,North Carolina,Swing,1,0,0
2,5,6,3,1,3,3,4,3,3,3,3,3,3,3,1,1,2,9,2,32,"Scenario #1, Treatment",Democrat,New York,Blue,1,0,0
2,7,6,3,1,4,3,4,1,3,4,4,2,5,5,2,1,6,1,2,9,"Scenario #3, Treatment",Democrat,Florida,Other,1,0,0
2,4,1,3,1,3,3,3,3,3,3,3,3,3,3,1,5,8,9,2,1,Control Scenario,Other,Alabama,Red,0,0,0
2,4,3,2,1,2,2,2,2,2,2,4,4,2,2,3,1,4,1,2,43,"Scenario #6, Treatment",Democrat,Texas,Other,1,0,0
2,7,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,4,9,2,38,"Scenario #4, Treatment",Independent,Pennsylvania,Swing,0,0,1
1,5,6,2,1,5,5,4,4,4,4,4,2,4,4,4,3,7,9,2,10,"Scenario #4, Treatment",Independent,Georgia,Swing,0,0,1
2,6,3,4,1,5,5,4,5,5,5,5,1,5,5,3,1,6,10,2,13,"Scenario #6, Treatment",Democrat,Illinois,Blue,1,0,0
2,4,6,2,1,3,3,3,3,3,3,3,3,3,3,2,4,3,1,2,12,"Scenario #2, Treatment",Other,Idaho,Red,0,0,0
2,4,3,5,1,3,3,3,3,3,3,3,3,3,3,2,1,2,9,2,32,"Scenario #4, Treatment",Democrat,New York,Blue,1,0,0
1,4,6,6,1,4,4,4,4,3,4,3,2,3,4,6,1,2,1,2,43,"Scenario #1, Treatment",Democrat,Texas,Other,1,0,0
2,4,6,6,1,2,2,4,2,2,2,3,3,3,3,5,1,1,1,2,9,"Scenario #2, Treatment",Democrat,Florida,Other,1,0,0
2,4,6,5,1,4,4,3,4,4,3,4,2,4,4,3,1,5,1,2,36,Control Scenario,Democrat,Oklahoma,Red,1,0,0
2,3,6,4,1,4,3,4,3,3,3,4,4,3,4,4,1,3,2,2,38,"Scenario #6, Treatment",Democrat,Pennsylvania,Swing,1,0,0
2,4,6,2,1,3,3,3,3,3,3,3,3,3,3,2,1,2,8,2,17,"Scenario #5, Treatment",Democrat,Kentucky,Red,1,0,0
2,2,6,2,1,5,4,2,3,4,4,4,2,4,2,6,1,3,9,2,20,"Scenario #3, Treatment",Democrat,Maryland,Blue,1,0,0
2,3,6,3,1,4,4,4,4,4,4,4,2,4,4,3,1,4,4,2,33,Control Scenario,Democrat,North Carolina,Swing,1,0,0
2,3,6,6,1,2,3,3,2,3,3,3,4,2,3,4,2,4,2,2,49,"Scenario #5, Treatment",Republican,Wisconsin,Swing,0,1,0
2,6,6,2,1,4,4,3,3,4,4,2,2,4,3,3,3,5,1,2,42,"Scenario #1, Treatment",Independent,Tennessee,Red,0,0,1
2,6,6,3,1,3,3,1,3,4,4,4,2,3,4,2,1,4,1,2,9,"Scenario #3, Treatment",Democrat,Florida,Other,1,0,0
2,4,3,2,1,5,5,5,5,5,5,5,1,5,5,4,1,4,9,2,47,"Scenario #1, Treatment",Democrat,Washington,Blue,1,0,0
2,3,2,3,1,4,4,5,5,5,5,5,1,5,5,6,3,7,3,1,1,Control Scenario,Independent,Alabama,Red,0,0,1
2,5,6,3,1,2,2,4,3,4,4,4,2,4,4,4,1,3,1,2,35,"Scenario #4, Treatment",Democrat,Ohio,Other,1,0,0
2,4,6,1,1,3,3,4,3,3,3,3,3,3,3,1,5,8,1,2,5,"Scenario #6, Treatment",Other,California,Blue,0,0,0
2,3,6,4,1,4,4,4,5,4,4,4,2,5,4,2,3,5,1,2,40,Control Scenario,Independent,South Carolina,Red,0,0,1
2,5,6,6,1,4,4,4,3,3,4,3,2,3,3,3,1,1,1,2,8,"Scenario #4, Treatment",Democrat,Delaware,Blue,1,0,0
2,6,6,2,1,3,3,3,3,3,3,3,3,3,3,6,3,4,2,2,30,"Scenario #1, Treatment",Independent,New Jersey,Blue,0,0,1
2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,4,3,2,43,Control Scenario,Republican,Texas,Other,0,1,0
2,6,6,4,1,4,4,2,2,4,3,4,2,4,4,3,3,7,1,2,46,"Scenario #6, Treatment",Independent,Virginia,Other,0,0,1
2,3,3,6,1,5,4,5,5,4,5,5,3,5,4,6,1,1,3,2,21,"Scenario #5, Treatment",Democrat,Massachusetts,Blue,1,0,0
2,5,6,3,1,4,4,4,4,4,4,4,2,4,4,3,2,4,3,2,28,"Scenario #6, Treatment",Republican,Nevada,Swing,0,1,0
1,3,1,4,1,4,4,5,5,3,3,4,3,4,3,3,3,2,2,1,9,"Scenario #1, Treatment",Independent,Florida,Other,0,0,1
2,6,6,2,1,4,3,4,3,4,4,4,1,4,4,2,1,3,2,2,32,"Scenario #6, Treatment",Democrat,New York,Blue,1,0,0
2,5,6,2,1,2,2,3,3,4,1,3,1,3,4,3,3,7,1,2,35,"Scenario #3, Treatment",Independent,Ohio,Other,0,0,1
2,4,6,2,1,4,4,4,3,4,4,4,2,3,3,2,1,7,2,2,9,"Scenario #3, Treatment",Democrat,Florida,Other,1,0,0
1,4,6,3,1,4,4,4,2,4,4,4,2,4,4,2,3,5,10,2,16,"Scenario #5, Treatment",Independent,Kansas,Red,0,0,1
1,5,6,5,1,1,1,1,1,2,1,2,5,2,1,6,2,4,1,1,42,"Scenario #3, Treatment",Republican,Tennessee,Red,0,1,0
1,3,3,2,1,4,2,4,4,3,4,5,2,2,4,1,2,7,9,2,9,"Scenario #2, Treatment",Republican,Florida,Other,0,1,0
1,5,6,3,1,3,3,2,1,2,2,2,3,4,2,3,2,1,8,2,9,"Scenario #3, Treatment",Republican,Florida,Other,0,1,0
2,3,6,2,1,4,4,3,3,3,3,3,3,3,3,3,2,6,10,2,46,"Scenario #2, Treatment",Republican,Virginia,Other,0,1,0
2,4,6,3,1,1,1,3,3,2,2,2,5,5,4,3,2,4,9,2,22,"Scenario #2, Treatment",Republican,Michigan,Swing,0,1,0
2,3,6,4,1,4,3,2,2,4,4,3,3,4,3,4,1,4,9,2,17,"Scenario #5, Treatment",Democrat,Kentucky,Red,1,0,0
2,6,6,3,1,3,3,5,1,1,1,3,1,4,4,3,3,7,1,2,17,Control Scenario,Independent,Kentucky,Red,0,0,1
2,3,3,3,1,3,3,5,3,3,3,3,2,4,4,3,2,8,9,2,32,"Scenario #4, Treatment",Republican,New York,Blue,0,1,0
2,5,6,3,1,4,4,4,2,4,5,4,2,4,4,4,3,5,1,2,10,"Scenario #2, Treatment",Independent,Georgia,Swing,0,0,1
2,5,6,3,1,4,4,4,4,4,4,4,2,4,4,6,3,4,3,2,36,"Scenario #1, Treatment",Independent,Oklahoma,Red,0,0,1
2,3,3,1,1,4,4,4,4,4,4,4,2,3,4,2,1,4,3,2,43,"Scenario #1, Treatment",Democrat,Texas,Other,1,0,0
1,4,3,2,1,4,4,3,4,3,3,4,3,3,3,2,1,7,3,2,10,"Scenario #3, Treatment",Democrat,Georgia,Swing,1,0,0
2,3,2,5,1,3,3,3,3,3,3,3,3,3,3,3,1,6,1,2,13,"Scenario #6, Treatment",Democrat,Illinois,Blue,1,0,0
1,4,6,4,1,4,4,4,5,4,5,5,3,4,4,6,3,5,2,2,21,"Scenario #1, Treatment",Independent,Massachusetts,Blue,0,0,1
2,4,6,4,1,3,3,2,1,3,2,3,4,2,5,3,2,4,2,2,14,"Scenario #5, Treatment",Republican,Indiana,Other,0,1,0
2,5,6,3,1,4,4,2,4,4,4,4,2,4,4,3,1,3,1,2,22,"Scenario #2, Treatment",Democrat,Michigan,Swing,1,0,0
2,3,6,3,1,4,4,4,3,4,4,2,3,4,4,4,1,2,1,2,17,"Scenario #2, Treatment",Democrat,Kentucky,Red,1,0,0
2,3,3,3,1,4,4,4,4,4,4,4,2,4,4,4,1,1,3,2,32,"Scenario #3, Treatment",Democrat,New York,Blue,1,0,0
2,4,2,5,1,4,5,5,5,4,5,5,1,4,5,3,1,1,5,1,43,"Scenario #1, Treatment",Democrat,Texas,Other,1,0,0
1,3,3,5,1,5,5,4,5,4,5,3,2,5,5,2,1,4,1,1,10,"Scenario #3, Treatment",Democrat,Georgia,Swing,1,0,0
2,7,6,6,1,3,3,2,3,3,3,3,2,4,4,6,1,4,1,2,32,"Scenario #5, Treatment",Democrat,New York,Blue,1,0,0
2,3,6,3,1,3,4,2,4,4,3,4,2,4,5,3,1,3,9,2,14,"Scenario #6, Treatment",Democrat,Indiana,Other,1,0,0
2,4,2,4,1,4,4,4,4,4,4,3,2,4,4,3,1,4,2,2,47,"Scenario #4, Treatment",Democrat,Washington,Blue,1,0,0
1,5,3,5,1,4,5,5,5,5,5,5,2,5,5,2,1,1,1,1,46,"Scenario #5, Treatment",Democrat,Virginia,Other,1,0,0
2,3,6,2,1,5,4,5,5,5,4,4,1,5,4,2,2,2,9,2,13,"Scenario #3, Treatment",Republican,Illinois,Blue,0,1,0
2,4,6,4,1,4,3,4,3,4,3,5,2,5,4,5,3,7,1,2,22,"Scenario #6, Treatment",Independent,Michigan,Swing,0,0,1
2,4,6,5,1,3,3,3,3,3,4,3,2,2,3,6,2,3,9,1,6,"Scenario #6, Treatment",Republican,Colorado,Other,0,1,0
1,4,6,4,1,5,5,5,5,5,5,5,1,5,5,3,1,4,2,1,13,"Scenario #2, Treatment",Democrat,Illinois,Blue,1,0,0
2,4,6,3,1,5,4,4,2,3,2,5,2,1,4,3,3,6,1,2,35,"Scenario #6, Treatment",Independent,Ohio,Other,0,0,1
2,4,3,2,1,3,3,1,2,4,2,2,5,5,3,2,1,1,3,2,43,"Scenario #4, Treatment",Democrat,Texas,Other,1,0,0
2,5,6,2,1,4,4,4,2,4,3,4,2,5,4,4,3,6,1,2,4,"Scenario #6, Treatment",Independent,Arkansas,Red,0,0,1
2,5,6,2,1,4,3,2,4,4,2,2,3,4,4,1,3,2,9,2,40,Control Scenario,Independent,South Carolina,Red,0,0,1
2,3,3,4,1,2,2,3,1,3,1,5,1,5,4,3,1,4,1,2,30,"Scenario #5, Treatment",Democrat,New Jersey,Blue,1,0,0
1,7,6,5,1,3,3,3,2,3,3,4,2,3,4,2,1,1,1,1,38,"Scenario #4, Treatment",Democrat,Pennsylvania,Swing,1,0,0
2,2,6,3,1,1,1,1,2,2,3,1,3,1,3,5,2,6,2,2,38,"Scenario #4, Treatment",Republican,Pennsylvania,Swing,0,1,0
2,4,6,5,1,5,5,5,5,5,5,5,2,5,5,4,3,4,2,2,35,"Scenario #4, Treatment",Independent,Ohio,Other,0,0,1
2,5,6,1,1,4,4,4,2,2,4,3,1,4,4,1,2,5,3,2,48,Control Scenario,Republican,West Virginia,Red,0,1,0
1,3,6,1,1,5,4,5,5,4,5,4,1,4,5,1,3,1,9,2,14,"Scenario #2, Treatment",Independent,Indiana,Other,0,0,1
2,3,6,4,1,5,5,4,5,5,5,5,1,5,5,3,3,7,3,2,33,"Scenario #4, Treatment",Independent,North Carolina,Swing,0,0,1
2,7,6,2,1,3,3,2,2,3,2,3,2,2,4,3,1,4,2,2,14,Control Scenario,Democrat,Indiana,Other,1,0,0
2,4,6,4,1,4,4,4,2,4,4,4,2,3,4,4,1,2,2,2,5,"Scenario #5, Treatment",Democrat,California,Blue,1,0,0
2,3,3,1,1,5,5,5,5,5,4,5,1,4,5,1,1,1,3,2,35,"Scenario #4, Treatment",Democrat,Ohio,Other,1,0,0
1,6,6,5,1,3,2,4,4,4,4,4,3,5,4,3,3,7,10,1,16,"Scenario #2, Treatment",Independent,Kansas,Red,0,0,1
2,5,6,5,1,4,4,4,3,4,3,4,2,4,3,2,2,4,1,2,32,"Scenario #4, Treatment",Republican,New York,Blue,0,1,0
1,3,3,2,1,4,4,4,4,4,3,3,2,4,4,4,1,4,10,2,18,Control Scenario,Democrat,Louisiana,Red,1,0,0
2,4,3,5,1,2,2,4,2,3,4,4,4,5,5,4,1,3,3,2,18,"Scenario #5, Treatment",Democrat,Louisiana,Red,1,0,0
2,4,6,4,1,4,4,3,4,4,3,4,2,3,4,3,3,5,1,2,17,"Scenario #4, Treatment",Independent,Kentucky,Red,0,0,1
2,4,6,2,1,5,5,4,4,5,5,5,1,5,5,1,4,1,9,2,38,"Scenario #5, Treatment",Other,Pennsylvania,Swing,0,0,0
2,3,2,5,1,2,2,2,2,2,2,3,3,3,3,5,3,4,2,2,20,"Scenario #4, Treatment",Independent,Maryland,Blue,0,0,1
1,3,6,5,1,4,3,5,4,4,2,5,4,5,4,3,1,2,9,2,32,"Scenario #1, Treatment",Democrat,New York,Blue,1,0,0
2,4,3,2,1,4,4,4,4,4,3,3,2,4,3,3,1,4,2,2,22,"Scenario #6, Treatment",Democrat,Michigan,Swing,1,0,0
2,3,6,3,1,4,4,4,3,3,3,3,3,3,3,3,3,7,10,2,1,"Scenario #3, Treatment",Independent,Alabama,Red,0,0,1
2,5,2,3,1,1,2,2,3,2,2,3,3,3,3,1,2,4,2,2,14,"Scenario #2, Treatment",Republican,Indiana,Other,0,1,0
2,3,3,5,1,5,4,4,5,5,5,5,2,4,4,4,1,4,2,2,9,"Scenario #1, Treatment",Democrat,Florida,Other,1,0,0
1,3,6,3,1,5,5,5,5,5,5,4,2,5,5,5,1,4,3,2,5,"Scenario #5, Treatment",Democrat,California,Blue,1,0,0
1,7,6,5,1,3,3,3,4,5,4,5,1,3,5,3,3,5,1,1,35,"Scenario #5, Treatment",Independent,Ohio,Other,0,0,1
2,3,6,3,1,4,4,4,5,5,5,5,1,5,4,6,1,2,8,2,43,"Scenario #3, Treatment",Democrat,Texas,Other,1,0,0
1,3,6,5,1,5,4,3,4,5,4,5,3,4,5,5,1,3,2,2,9,"Scenario #1, Treatment",Democrat,Florida,Other,1,0,0
1,3,2,2,1,5,5,5,5,5,4,4,1,5,5,3,2,4,2,1,37,"Scenario #2, Treatment",Republican,Oregon,Blue,0,1,0
2,2,6,2,1,5,5,5,5,3,4,4,2,5,4,4,3,5,9,2,43,"Scenario #2, Treatment",Independent,Texas,Other,0,0,1
2,5,6,2,1,4,4,4,3,4,4,5,2,4,5,3,1,2,9,2,40,Control Scenario,Democrat,South Carolina,Red,1,0,0
2,4,6,6,1,4,3,4,4,3,4,3,2,4,3,3,3,4,9,2,1,"Scenario #2, Treatment",Independent,Alabama,Red,0,0,1
1,3,6,5,1,4,5,4,4,4,5,4,1,4,5,1,1,3,2,2,32,"Scenario #1, Treatment",Democrat,New York,Blue,1,0,0
2,5,6,2,1,5,5,5,5,5,5,5,1,5,5,1,3,6,3,2,14,"Scenario #6, Treatment",Independent,Indiana,Other,0,0,1
2,4,6,3,1,4,4,4,3,3,3,3,2,3,4,5,1,1,1,2,22,"Scenario #3, Treatment",Democrat,Michigan,Swing,1,0,0
1,4,6,5,1,2,2,4,4,4,4,4,2,4,4,3,3,5,1,1,43,"Scenario #6, Treatment",Independent,Texas,Other,0,0,1
2,3,6,4,1,2,3,3,2,4,3,4,2,5,4,4,5,2,9,2,46,"Scenario #2, Treatment",Other,Virginia,Other,0,0,0
2,3,6,5,1,4,4,4,3,4,4,4,2,4,4,3,4,2,9,2,22,"Scenario #2, Treatment",Other,Michigan,Swing,0,0,0
2,4,3,3,1,4,4,4,2,4,5,4,2,5,5,3,2,4,1,2,10,Control Scenario,Republican,Georgia,Swing,0,1,0
1,3,3,3,1,4,3,5,5,5,5,5,2,5,4,4,2,2,3,1,32,"Scenario #5, Treatment",Republican,New York,Blue,0,1,0
1,3,6,3,1,4,3,4,4,4,4,4,2,4,4,4,3,7,2,2,10,"Scenario #4, Treatment",Independent,Georgia,Swing,0,0,1
1,3,6,5,1,5,5,4,5,4,4,5,2,3,5,3,1,4,5,2,35,"Scenario #1, Treatment",Democrat,Ohio,Other,1,0,0
1,4,3,3,1,5,5,4,4,4,4,4,3,3,3,3,2,2,10,2,46,Control Scenario,Republican,Virginia,Other,0,1,0
2,2,3,3,1,5,5,5,5,5,5,5,1,5,5,3,1,2,3,2,43,Control Scenario,Democrat,Texas,Other,1,0,0
2,3,6,2,1,3,3,4,3,3,3,3,2,3,3,2,4,8,9,2,26,"Scenario #4, Treatment",Other,Montana,Red,0,0,0
2,4,6,2,1,3,3,3,3,3,3,3,3,3,3,2,3,4,10,2,22,Control Scenario,Independent,Michigan,Swing,0,0,1
2,3,6,5,1,2,3,4,1,3,2,3,4,4,3,2,1,3,2,2,38,"Scenario #1, Treatment",Democrat,Pennsylvania,Swing,1,0,0
2,3,6,6,2,5,4,3,5,4,5,5,2,5,4,5,1,6,9,2,9,"Scenario #2, Treatment",Democrat,Florida,Other,1,0,0
2,4,6,3,1,5,5,5,4,5,5,4,2,5,4,4,2,6,3,2,14,"Scenario #3, Treatment",Republican,Indiana,Other,0,1,0
2,7,6,3,1,1,1,2,3,3,4,3,2,4,4,4,1,5,2,2,20,"Scenario #3, Treatment",Democrat,Maryland,Blue,1,0,0
2,6,6,2,1,3,3,4,4,3,3,3,2,4,4,3,3,4,2,2,39,"Scenario #4, Treatment",Independent,Rhode Island,Blue,0,0,1
1,4,6,3,1,4,4,4,4,4,4,4,2,4,4,2,2,4,9,2,48,"Scenario #5, Treatment",Republican,West Virginia,Red,0,1,0
2,4,6,2,1,3,3,3,2,3,3,3,3,3,3,3,2,6,10,2,38,"Scenario #2, Treatment",Republican,Pennsylvania,Swing,0,1,0
1,6,3,4,1,5,5,5,5,5,5,5,1,5,5,4,1,2,1,1,3,"Scenario #5, Treatment",Democrat,Arizona,Swing,1,0,0
2,3,6,2,1,4,4,4,3,2,2,2,4,1,1,4,3,5,3,2,14,"Scenario #1, Treatment",Independent,Indiana,Other,0,0,1
1,3,6,5,1,4,4,5,5,2,3,3,5,3,4,4,1,2,10,2,38,"Scenario #1, Treatment",Democrat,Pennsylvania,Swing,1,0,0
2,5,6,3,1,4,4,4,4,4,4,4,2,4,4,4,3,7,3,2,46,"Scenario #6, Treatment",Independent,Virginia,Other,0,0,1
1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,5,2,4,9,2,32,"Scenario #3, Treatment",Republican,New York,Blue,0,1,0
2,3,6,6,1,2,1,2,1,1,3,3,3,1,1,4,1,1,9,2,38,"Scenario #2, Treatment",Democrat,Pennsylvania,Swing,1,0,0
1,3,3,2,1,3,3,5,4,3,2,5,2,3,4,1,1,6,9,2,32,Control Scenario,Democrat,New York,Blue,1,0,0
2,4,6,2,1,3,3,4,3,4,3,4,2,4,4,4,2,4,3,2,9,"Scenario #6, Treatment",Republican,Florida,Other,0,1,0
1,3,6,5,1,4,4,2,3,4,5,3,2,4,5,6,2,4,9,2,8,"Scenario #5, Treatment",Republican,Delaware,Blue,0,1,0
1,3,3,5,1,5,4,5,4,5,4,5,2,5,4,3,1,2,5,2,46,"Scenario #3, Treatment",Democrat,Virginia,Other,1,0,0
2,4,6,4,1,4,3,3,4,4,5,4,2,4,5,1,2,2,1,1,25,"Scenario #5, Treatment",Republican,Missouri,Red,0,1,0
2,6,6,3,1,3,3,3,3,3,3,3,2,3,3,3,3,4,1,2,17,"Scenario #5, Treatment",Independent,Kentucky,Red,0,0,1
1,4,3,5,1,4,4,4,3,4,4,4,2,4,5,3,2,4,9,2,35,"Scenario #1, Treatment",Republican,Ohio,Other,0,1,0
1,5,3,3,1,2,3,4,2,3,3,3,3,3,3,3,5,4,9,1,25,"Scenario #5, Treatment",Other,Missouri,Red,0,0,0
2,3,3,3,1,3,4,3,3,3,3,3,3,3,3,1,4,4,3,2,40,"Scenario #2, Treatment",Other,South Carolina,Red,0,0,0
1,2,3,2,1,3,3,3,3,3,3,3,3,3,3,1,2,4,8,2,22,"Scenario #3, Treatment",Republican,Michigan,Swing,0,1,0
1,4,3,2,1,4,5,5,1,4,3,2,3,5,2,5,2,4,3,2,40,Control Scenario,Republican,South Carolina,Red,0,1,0
1,3,6,5,1,4,4,4,4,4,4,4,2,4,4,6,2,2,1,2,43,"Scenario #5, Treatment",Republican,Texas,Other,0,1,0
1,3,3,2,1,5,5,5,5,5,5,5,1,5,5,4,1,1,10,2,9,"Scenario #2, Treatment",Democrat,Florida,Other,1,0,0
1,4,6,4,1,4,4,5,5,4,4,4,2,4,4,5,2,4,10,1,35,"Scenario #4, Treatment",Republican,Ohio,Other,0,1,0
1,5,3,3,1,4,4,4,4,4,4,4,2,4,4,3,1,6,1,1,43,"Scenario #2, Treatment",Democrat,Texas,Other,1,0,0
1,4,6,6,1,5,5,5,5,3,4,5,1,5,5,6,3,1,4,1,32,"Scenario #3, Treatment",Independent,New York,Blue,0,0,1
1,3,6,5,1,2,2,4,2,3,1,4,1,5,4,4,3,5,2,2,1,"Scenario #3, Treatment",Independent,Alabama,Red,0,0,1
2,5,6,4,1,4,4,4,4,4,4,4,2,4,4,3,1,4,9,2,3,"Scenario #1, Treatment",Democrat,Arizona,Swing,1,0,0
2,4,6,2,1,2,2,4,4,4,1,4,3,2,3,6,3,4,1,2,13,"Scenario #3, Treatment",Independent,Illinois,Blue,0,0,1
2,4,6,2,1,1,1,3,1,1,1,1,5,1,1,3,3,6,1,2,9,"Scenario #6, Treatment",Independent,Florida,Other,0,0,1
2,5,6,2,1,3,2,3,4,3,4,3,3,4,4,2,2,4,3,2,17,"Scenario #4, Treatment",Republican,Kentucky,Red,0,1,0
2,5,6,3,1,4,4,4,4,4,4,4,2,4,4,3,1,2,9,2,43,"Scenario #3, Treatment",Democrat,Texas,Other,1,0,0
2,5,3,3,1,1,1,2,1,1,1,1,3,3,1,4,1,4,3,2,22,"Scenario #6, Treatment",Democrat,Michigan,Swing,1,0,0
2,7,6,4,1,4,4,2,4,3,4,4,2,3,4,4,3,7,2,2,32,Control Scenario,Independent,New York,Blue,0,0,1
2,5,3,4,1,5,4,5,4,4,4,4,2,5,5,3,4,8,10,2,20,"Scenario #4, Treatment",Other,Maryland,Blue,0,0,0
2,4,6,5,1,5,5,5,5,5,5,5,1,5,4,5,3,4,10,2,35,"Scenario #1, Treatment",Independent,Ohio,Other,0,0,1
2,3,6,2,1,3,3,1,4,4,5,5,1,5,5,4,2,7,3,2,48,"Scenario #6, Treatment",Republican,West Virginia,Red,0,1,0
3,3,6,2,1,3,2,3,2,3,2,2,4,3,4,1,2,4,9,2,17,Control Scenario,Republican,Kentucky,Red,0,1,0
1,3,6,6,1,5,4,5,4,5,4,5,2,5,4,6,1,3,1,1,32,"Scenario #4, Treatment",Democrat,New York,Blue,1,0,0
2,6,6,4,1,3,3,2,3,3,3,4,3,4,4,5,2,5,3,2,49,"Scenario #6, Treatment",Republican,Wisconsin,Swing,0,1,0
2,6,6,2,1,4,4,4,2,4,4,3,2,4,4,2,1,2,10,2,42,"Scenario #6, Treatment",Democrat,Tennessee,Red,1,0,0
1,6,6,5,1,4,3,2,2,4,4,4,4,5,4,5,3,6,2,2,35,Control Scenario,Independent,Ohio,Other,0,0,1
2,7,6,1,1,3,3,3,3,3,3,3,3,3,3,5,1,3,1,2,43,"Scenario #5, Treatment",Democrat,Texas,Other,1,0,0
2,3,4,4,1,4,4,4,4,4,4,4,2,4,4,4,1,3,2,1,43,"Scenario #2, Treatment",Democrat,Texas,Other,1,0,0
2,3,6,2,1,5,5,2,4,4,5,4,2,4,4,4,1,3,2,2,49,Control Scenario,Democrat,Wisconsin,Swing,1,0,0
1,2,3,2,1,5,5,5,5,5,4,4,1,5,5,2,2,1,3,2,33,Control Scenario,Republican,North Carolina,Swing,0,1,0
1,4,3,5,1,5,4,5,4,5,4,4,2,4,4,4,3,5,1,2,20,"Scenario #1, Treatment",Independent,Maryland,Blue,0,0,1
2,6,6,3,1,1,1,5,1,5,5,5,1,5,5,3,3,7,1,2,43,"Scenario #4, Treatment",Independent,Texas,Other,0,0,1
1,2,3,3,1,4,4,4,4,4,3,4,1,4,4,1,1,2,3,2,33,"Scenario #5, Treatment",Democrat,North Carolina,Swing,1,0,0
2,6,6,3,1,3,3,3,4,5,3,5,3,5,5,3,1,2,2,2,49,"Scenario #3, Treatment",Democrat,Wisconsin,Swing,1,0,0
2,3,6,5,1,4,3,4,3,3,4,3,2,5,4,5,3,2,4,2,5,"Scenario #4, Treatment",Independent,California,Blue,0,0,1
2,4,4,5,1,5,5,5,5,5,5,5,1,5,5,1,1,7,3,1,10,"Scenario #2, Treatment",Democrat,Georgia,Swing,1,0,0
1,4,6,3,1,4,4,4,4,4,4,4,2,4,4,3,1,2,9,2,25,"Scenario #6, Treatment",Democrat,Missouri,Red,1,0,0
1,3,6,2,1,3,4,5,5,4,4,4,3,4,4,4,3,4,9,2,38,"Scenario #2, Treatment",Independent,Pennsylvania,Swing,0,0,1
1,4,6,5,1,4,4,4,4,4,4,4,2,4,4,5,2,4,1,2,38,"Scenario #4, Treatment",Republican,Pennsylvania,Swing,0,1,0
1,4,6,3,1,4,3,4,4,4,3,4,2,2,3,4,3,4,1,1,1,"Scenario #1, Treatment",Independent,Alabama,Red,0,0,1
